Failed Authorization Accesses (both 401 and 403):
IP: 75.97.9.59, Date/Time: [19/May/2015:01:05:01 +0000], Request: "GET /presentations/logstash-puppetconf-2013/css/font/fontawesome-webfont.woff?v=3.2.1 HTTP/1.1", Status Code: 404
IP: 75.97.9.59, Date/Time: [19/May/2015:01:05:58 +0000], Request: "GET /presentations/logstash-puppetconf-2013/css/font/fontawesome-webfont.ttf?v=3.2.1 HTTP/1.1", Status Code: 404
IP: 75.97.9.59, Date/Time: [19/May/2015:01:05:42 +0000], Request: "GET /presentations/logstash-puppetconf-2013/css/font/fontawesome-webfont.svg HTTP/1.1", Status Code: 404
IP: 192.185.83.181, Date/Time: [19/May/2015:01:05:53 +0000], Request: "GET /wp-admin/ HTTP/1.1", Status Code: 404
IP: 50.87.144.128, Date/Time: [19/May/2015:02:05:44 +0000], Request: "GET /wp/wp-admin/ HTTP/1.1", Status Code: 404
IP: 88.3.37.62, Date/Time: [19/May/2015:02:05:39 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:02:05:32 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 66.249.73.135, Date/Time: [19/May/2015:03:05:58 +0000], Request: "GET /articles/dy HTTP/1.1", Status Code: 404
IP: 217.26.210.20, Date/Time: [19/May/2015:04:05:57 +0000], Request: "GET /wordpress/wp-admin/ HTTP/1.1", Status Code: 404
IP: 74.208.16.115, Date/Time: [19/May/2015:04:05:49 +0000], Request: "GET /blog/wp-admin/ HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:04:05:20 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 183.91.14.219, Date/Time: [19/May/2015:04:05:26 +0000], Request: "GET /wp-admin/ HTTP/1.1", Status Code: 404
IP: 98.130.2.118, Date/Time: [19/May/2015:04:05:55 +0000], Request: "GET /wp/wp-admin/ HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:05:05:55 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 62.24.122.25, Date/Time: [19/May/2015:06:05:50 +0000], Request: "GET /blog/wp-admin/ HTTP/1.1", Status Code: 404
IP: 129.121.176.228, Date/Time: [19/May/2015:06:05:20 +0000], Request: "GET /wp-admin/ HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:06:05:38 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 176.92.75.62, Date/Time: [19/May/2015:06:05:12 +0000], Request: "GET /about/wal:RecentChanges&quo HTTP/1.1", Status Code: 404
IP: 176.92.75.62, Date/Time: [19/May/2015:06:05:58 +0000], Request: "GET /about/tal:RecentChanges&quo HTTP/1.1", Status Code: 404
IP: 176.92.75.62, Date/Time: [19/May/2015:06:05:04 +0000], Request: "GET /blog/tags/+ HTTP/1.1", Status Code: 404
IP: 176.92.75.62, Date/Time: [19/May/2015:06:05:26 +0000], Request: "GET /blog/geekery/2!? HTTP/1.1", Status Code: 404
IP: 208.43.251.181, Date/Time: [19/May/2015:07:05:09 +0000], Request: "GET /blog/tags/2010 HTTP/1.1", Status Code: 404
IP: 5.9.143.150, Date/Time: [19/May/2015:07:05:40 +0000], Request: "GET /wp/wp-admin/ HTTP/1.1", Status Code: 404
IP: 79.171.127.34, Date/Time: [19/May/2015:08:05:25 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1", Status Code: 404
IP: 78.173.140.106, Date/Time: [19/May/2015:09:05:53 +0000], Request: "POST /blog/geekery/pyblosxom-mdate-vim-hack.html/trackback/ HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:09:05:27 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 85.115.58.180, Date/Time: [19/May/2015:10:05:40 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1", Status Code: 404
IP: 78.173.140.106, Date/Time: [19/May/2015:10:05:15 +0000], Request: "POST /blog/geekery/pyblosxom-mdate-vim-hack.html/trackback/ HTTP/1.1", Status Code: 404
IP: 78.173.140.106, Date/Time: [19/May/2015:11:05:57 +0000], Request: "POST /blog/geekery/pyblosxom-mdate-vim-hack.html/trackback/ HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:11:05:16 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 193.244.33.47, Date/Time: [19/May/2015:11:05:08 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1", Status Code: 404
IP: 193.244.33.47, Date/Time: [19/May/2015:11:05:18 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1", Status Code: 404
IP: 95.78.54.93, Date/Time: [19/May/2015:12:05:06 +0000], Request: "GET /wp-login.php HTTP/1.1", Status Code: 404
IP: 95.78.54.93, Date/Time: [19/May/2015:12:05:30 +0000], Request: "GET /administrator/ HTTP/1.1", Status Code: 404
IP: 95.78.54.93, Date/Time: [19/May/2015:12:05:48 +0000], Request: "GET /admin.php HTTP/1.1", Status Code: 404
IP: 130.237.218.86, Date/Time: [19/May/2015:13:05:04 +0000], Request: "GET /image/logstash.png HTTP/1.1", Status Code: 404
IP: 130.237.218.86, Date/Time: [19/May/2015:13:05:15 +0000], Request: "GET /image/logstash.png HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:13:05:04 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 75.67.42.229, Date/Time: [19/May/2015:14:05:50 +0000], Request: "GET /browserconfig.xml HTTP/1.1", Status Code: 404
IP: 198.245.61.43, Date/Time: [19/May/2015:14:05:47 +0000], Request: "GET /wp-login.php HTTP/1.1", Status Code: 404
IP: 198.245.61.43, Date/Time: [19/May/2015:14:05:48 +0000], Request: "GET /administrator/ HTTP/1.1", Status Code: 404
IP: 198.245.61.43, Date/Time: [19/May/2015:14:05:51 +0000], Request: "GET /admin.php HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:14:05:45 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:15:05:40 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 101.119.18.35, Date/Time: [19/May/2015:16:05:12 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1", Status Code: 404
IP: 115.112.233.75, Date/Time: [19/May/2015:16:05:16 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1", Status Code: 404
IP: 66.249.73.135, Date/Time: [19/May/2015:17:05:19 +0000], Request: "GET /blog/geekery/jquery-interface-/pppuffer.html HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:17:05:26 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:18:05:29 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 194.186.207.105, Date/Time: [19/May/2015:19:05:11 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1", Status Code: 404
IP: 14.160.65.22, Date/Time: [19/May/2015:20:05:02 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:20:05:17 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 61.140.183.41, Date/Time: [19/May/2015:21:05:57 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1", Status Code: 404
IP: 62.225.70.202, Date/Time: [19/May/2015:21:05:27 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.0", Status Code: 404
IP: 208.91.156.11, Date/Time: [19/May/2015:22:05:30 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 130.237.218.86, Date/Time: [19/May/2015:23:05:25 +0000], Request: "GET /image/logstash.png HTTP/1.1", Status Code: 404
IP: 130.237.218.86, Date/Time: [19/May/2015:23:05:50 +0000], Request: "GET /image/logstash.png HTTP/1.1", Status Code: 404
IP: 173.236.32.219, Date/Time: [20/May/2015:01:05:51 +0000], Request: "GET /wp-login.php?action=register HTTP/1.0", Status Code: 404
IP: 208.91.156.11, Date/Time: [20/May/2015:01:05:05 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 85.43.182.12, Date/Time: [20/May/2015:02:05:41 +0000], Request: "GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1", Status Code: 404
IP: 96.127.149.186, Date/Time: [20/May/2015:02:05:53 +0000], Request: "GET /wp-login.php?action=register HTTP/1.0", Status Code: 404
IP: 188.165.243.45, Date/Time: [20/May/2015:02:05:04 +0000], Request: "GET /wp-login.php HTTP/1.1", Status Code: 404
IP: 188.165.243.45, Date/Time: [20/May/2015:02:05:24 +0000], Request: "GET /administrator/ HTTP/1.1", Status Code: 404
IP: 188.165.243.45, Date/Time: [20/May/2015:02:05:18 +0000], Request: "GET /admin.php HTTP/1.1", Status Code: 404
IP: 208.91.156.11, Date/Time: [20/May/2015:03:05:54 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 69.175.14.230, Date/Time: [20/May/2015:03:05:13 +0000], Request: "GET /wp-login.php?action=register HTTP/1.0", Status Code: 404
IP: 208.91.156.11, Date/Time: [20/May/2015:04:05:43 +0000], Request: "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1", Status Code: 404
IP: 91.236.75.25, Date/Time: [20/May/2015:05:05:08 +0000], Request: "HEAD /blog/geekery/ec2-reserved-vs-ondemand.html/fckeditor/editor/fckeditor.html HTTP/1.1", Status Code: 404
IP: 91.236.75.25, Date/Time: [20/May/2015:05:05:51 +0000], Request: "HEAD /blog/geekery/ec2-reserved-vs-ondemand.html/include/fckeditor/editor/fckeditor.html HTTP/1.1", Status Code: 404
IP: 91.236.75.25, Date/Time: [20/May/2015:05:05:23 +0000], Request: "HEAD /blog/geekery/ec2-reserved-vs-ondemand.html/js/fckeditor/editor/fckeditor.html HTTP/1.1", Status Code: 404
IP: 91.236.75.25, Date/Time: [20/May/2015:05:05:45 +0000], Request: "HEAD /blog/geekery/ec2-reserved-vs-ondemand.html/admin/FCKeditor/editor/fckeditor.html HTTP/1.1", Status Code: 404
